random_order,id,level,dist_id,district,school,state,county,city,address,zip,cleaned
3729,020039000296,Elementary,200390.0,Kenai Peninsula Borough School District,Fireweed Academy,AK,Kenai Peninsula Borough,Homer,995 Soundview Ave,99603,Fireweed Academy
3730,A9700832,Combined Elem/Sec,Nan,Nan,Tall Oaks Classical School,DE,New Castle,New Castle,903 E BASIN RD,19720,Tall Oaks Classical School
3731,470318002439,Middle,4703180.0,Davidson County,Strive Collegiate Academy,TN,Davidson County,Nashville,3055 Lebanon RD,37214,Strive Collegiate Academy
3732,170993001148,Elementary,1709930.0,City Of Chicago Sd 299,Webster Elem School,IL,Cook County,Chicago,4055 W Arthington St,60624,Webster Elem School
3733,00023822,Elementary,Nan,Nan,Hamilton Acres Baptist School,AK,Fairbanks North Star,Fairbanks,138 FAREWELL AVE,99701,Hamilton Acres Baptist School
3734,192091002095,Middle,1920910.0,North Polk Comm School District,North Polk Middle School,IA,Polk County,Alleman,315 NE 141st Ave.,50007,North Polk Middle School
3735,370033303305,Elementary,3700333.0,Invest Collegiate,Invest Collegiate Transform,NC,Mecklenburg County,Charlotte,2045 Suttle Ave,28208,Invest Collegiate Transform
3736,370036503328,Elementary,3700365.0,Three Rivers Academy (Fka Heritage Coll),Three Rivers Academy,NC,Bertie County,Powellsville,503 East Main Street,27967,Three Rivers Academy
3737,A0701027,Elementary,Nan,Nan,Wellington Christian Academy,KS,Sumner,Wellington,205 N HOOVER RD,67152,Wellington Christian Academy
3738,370007402420,Elementary,3700074.0,Dillard Academy,Dillard Academy,NC,Wayne County,Goldsboro,504 West Elm Street,27530,Dillard Academy
3739,200035002026,Middle,2000350.0,Prairie Hills,Sabetha Middle School,KS,Nemaha County,Sabetha,751 Bluejay Blvd,66534,Sabetha Middle School
3740,050732000444,High,507320.0,Harmony Grove School District,Harmony Grove High School,AR,Saline County,Benton,2621 HWY 229,72015,Harmony Grove High School
3741,330003600614,High,3300036.0,Cocheco Arts And Technology Academy,Cocheco Academy For The Arts,NH,Strafford County,Dover,40 Hampshire Cir,03820,Cocheco Academy For The Arts
3742,A9903377,Combined Elem/Sec,Nan,Nan,New Hope Christian Academy,NC,Davidson,Thomasville,105 PINEYWOOD ST,27360,New Hope Christian Academy
3743,390005203027,High,3900052.0,Invictus High School,Invictus High School,OH,Cuyahoga County,Cleveland,3122 Euclid Ave,44115,Invictus High School
3744,370039503367,Elementary,3700395.0,Ignite Innovation Academy - Pitt,Ignite Innovation Academy - Pitt,NC,Pitt County,Greenville,901 Staton Rd,27834,Ignite Innovation Academy - Pitt
3745,00929676,Elementary,Nan,Nan,Seton Catholic School,NY,Monroe,Rochester,165 RHINECLIFF DR,14618,Seton Catholic School
3746,A9105923,Elementary,Nan,Nan,Pine Grove Amish School,PA,Indiana,Smicksburg,20858 ROUTE 954 HWY N,16256,Pine Grove Amish School
3747,Y0459915,Combined Elem/Sec,Nan,Nan,Des Moines Christian School,IA,Polk,Urbandale,13007 DOUGLAS PKWY STE 100,50323,Des Moines Christian School
3748,231480723164,High,2314807.0,Cornville Regional Charter School,Cornville Downtown Campus,ME,Somerset County,Skowhegan,78 Water Street,04976,Cornville Downtown Campus
3749,530001403082,High,5300014.0,Bates Technical College,Bates Technical High School,WA,Pierce County,Tacoma,1101 South Yakima Avenue,98405,Bates Technical High School
3750,490019901527,High,4900199.0,Capstone Classical Academy,Capstone Classical Academy,UT,Weber County,Pleasant View,3885 North Rt 89,84414,Capstone Classical Academy
3751,Bb180927,Elementary,Nan,Nan,Montessori Academy,ID,Ada,Eagle,1400 PARK LN,83616,Montessori Academy
3752,110008200441,High,1100082.0,Richard Wright Pcs For Journalism And Media Arts,Richard Wright Pcs For Journalism And Media Arts,DC,District Of Columbia,Washington,770 M St SE,20003,Richard Wright Pcs For Journalism And Media Arts
3753,A1503553,Elementary,Nan,Nan,Rapid City Lutheran Elem - 01,SD,Pennington,Rapid City,4550 S HIGHWAY 16,57701,Rapid City Lutheran Elem - 01
3754,390156605837,High,3901566.0,Utica Shale Academy Of Ohio,Utica Shale Academy Of Ohio,OH,Columbiana County,Salineville,38095 State Route 39,43945,Utica Shale Academy Of Ohio
3755,A0700897,Elementary,Nan,Nan,Center Square Amish School,IN,Switzerland,Vevay,9958 BARKER RD,47043,Center Square Amish School
3756,010123000452,Elementary,101230.0,Dothan City,Montana Street Magnet School,AL,Houston County,Dothan,1001 Montana St,36303,Montana Street Magnet School
3757,292886001789,Elementary,2928860.0,Springfield R-Xii,Cowden Elem.,MO,Greene County,Springfield,2927 S KIMBROUGH,65807,Cowden Elem.
3758,Aa001316,Elementary,Nan,Nan,Alfred Booker Junior Academy,LA,Rapides,Alexandria,916 RICHMOND DRIVE,71307,Alfred Booker Junior Academy
3759,01903125,Combined Elem/Sec,Nan,Nan,Cantalician Center For Learning,NY,Erie,Depew,2049 GEORGE URBAN BLVD,14043,Cantalician Center For Learning
3760,320006000670,Elementary,3200060.0,Clark County School District,Imagine 100 Academy Of Excellence,NV,Clark County,North Las Vegas,2341 Comstock Dr.,89032,Imagine 100 Academy Of Excellence
3761,350090000814,Middle,3500900.0,Espanola Public Schools,Carlos F. Vigil Middle,NM,Rio Arriba County,Espanola,1260 JOHNIE ROYBAL IND. PRK RD,87532,Carlos F. Vigil Middle School
3762,01513237,Combined Elem/Sec,Nan,Nan,Sheboygan County Christian High School,WI,Sheboygan,Sheboygan,929 GREENFIELD AVE,53081,Sheboygan County Christian High School
3763,411052001798,Elementary,4110520.0,Reynolds Sd 7,Rockwood Preparatory Academy,OR,Multnomah County,Portland,740 SE 182nd Ave,97233,Rockwood Preparatory Academy
3764,090001800834,High,900018.0,Explorations District,Explorations,CT,Litchfield County,Winsted,71 Spencer St.,06098,Explorations
3765,540045000269,High,5400450.0,Hancock County Schools,Weir High School,WV,Hancock County,Weirton,100 RED RIDER ROAD,26062,Weir High School
3766,A1303649,Combined Elem/Sec,Nan,Nan,Light Of Faith Christian Academy,WA,Snohomish,Bothell,18008 BOTHELL EVERETT HWY # H,98012,Light Of Faith Christian Academy
3767,420003600391,High,4200036.0,Preparatory Cs Of Mathematics Science Tech And Careers,Preparatory Cs Of Mathematics Science Te,PA,Philadelphia County,Philadelphia,1928 Point Breeze Avenue,19145,Preparatory Cs Of Mathematics Science Te
3768,A9702589,Combined Elem/Sec,Nan,Nan,North Raleigh Christian Academy,NC,Wake,Raleigh,7300 PERRY CREEK RD,27616,North Raleigh Christian Academy
3769,110003100376,Middle,1100031.0,Kipp Dc Pcs,Kipp Dc - Will Academy Pcs,DC,District Of Columbia,Washington,421 P St NW,20001,Kipp Dc - Will Academy Pcs
3770,110001100225,Elementary,1100011.0,Perry Street Preparatory Pcs,Perry Street Preparatory Pcs,DC,District Of Columbia,Washington,1800 Perry St NE,20018,Perry Street Preparatory Pcs
3771,170993003981,High,1709930.0,City Of Chicago Sd 299,Young Womens Leadership Chartr Hs,IL,Cook County,Chicago,2641 S Calumet Ave,60616,Young Womens Leadership Chartr High School
3772,Aa001335,Combined Elem/Sec,Nan,Nan,South Liberty Baptist Academy,ME,Waldo,Liberty,2895 BURKETVILLE RD,04949,South Liberty Baptist Academy
3773,A0701828,Combined Elem/Sec,Nan,Nan,Covenant Community Christian School,OK,Payne,Stillwater,724 W 8TH AVE,74074,Covenant Community Christian School
3774,270042504902,Elementary,2700425.0,Fit Academy,Fit Academy,MN,Dakota County,Apple Valley,7200 147TH STREET W,55124,Fit Academy
3775,381351000468,Elementary,3813510.0,Napoleon 2,Napoleon Elementary School,ND,Logan County,Napoleon,615 3rd St E,58561,Napoleon Elementary School
3776,02162831,Combined Elem/Sec,Nan,Nan,Catlin Gabel School,OR,Washington,Portland,8825 SW BARNES RD,97225,Catlin Gabel School
3777,551713002225,High,5517130.0,Wonewoc-Union Center School District,Wonewoc-Center High,WI,Juneau County,Wonewoc,101 School Rd,53968,Wonewoc-Center High School
3778,390476902945,Elementary,3904769.0,West Holmes Local,Killbuck Elementary School,OH,Holmes County,Killbuck,299 School St,44637,Killbuck Elementary School
3779,A9703332,Combined Elem/Sec,Nan,Nan,Hill Country Christian School Of Austin,TX,Williamson,Austin,12124 RANCH RD 620 N,78750,Hill Country Christian School Of Austin
3780,410951001534,High,4109510.0,Pendleton Sd 16,Nixyaawii Community School,OR,Umatilla County,Pendleton,73300 July Grounds Ln,97801,Nixyaawii Community School
3781,A9900107,Elementary,Nan,Nan,Al Huda Islamic School,AZ,Pima,Tucson,2800 E RIVER RD,85718,Al Huda Islamic School
3782,01641382,Elementary,Nan,Nan,Legacy Christian School,OK,Rogers,Claremore,107 E WILL ROGERS BLVD,74017,Legacy Christian School
3783,550732000816,Elementary,5507320.0,Kenosha School District,Brass Community School,WI,Kenosha County,Kenosha,6400 15th Ave,53143,Brass Community School
3784,A0502165,Elementary,Nan,Nan,Five Falls Christian School,MT,Cascade,Great Falls,2930 FLOOD RD,59404,Five Falls Christian School
3785,01609746,Combined Elem/Sec,Nan,Nan,Emmanuel Christian Academy,CT,Hartford,Newington,569 MAPLE HILL AVE,06111,Emmanuel Christian Academy
3786,A0502423,Combined Elem/Sec,Nan,Nan,Bnos Margulia Viznitz,NY,Kings,Brooklyn,971 41ST ST,11219,Bnos Margulia Viznitz
3787,292841000070,Middle,2928410.0,Smithville R-Ii,Smithville Middle,MO,Clay County,Smithville,675 S COMMERCIAL AVE,64089,Smithville Middle School
3788,A1101596,Combined Elem/Sec,Nan,Nan,Living Word Christian Academy,NM,Sandoval,Rio Rancho,PO BOX 44218,87174,Living Word Christian Academy
3789,250002100511,High,2500021.0,Academy Of The Pacific Rim Charter Public (District),Academy Of The Pacific Rim Charter Public School,MA,Suffolk County,Hyde Park,1 Westinghouse Plaza,02136,Academy Of The Pacific Rim Charter Public School
3790,A0503777,Elementary,Nan,Nan,Martin Luther Grammar School,WY,Sheridan,Sheridan,1300 W 5TH ST,82801,Martin Luther Grammar School
3791,470294001130,High,4700148.0,Shelby County,Overton High,TN,Shelby County,Memphis,1770 Lanier Ln,38117,Overton High School
3792,440003100524,Elementary,4400031.0,Highlander,Highlander Elementary Charter,RI,Nan,Providence,42 Lexington Avenue,02907,Highlander Elementary Charter
3793,A1702419,Combined Elem/Sec,Nan,Nan,Fusion Academy   Englewood,NJ,Bergen,Englewood,10 STEARLING BLVD STE 201,07631,Fusion Academy   Englewood
3794,480001613458,High,4800016.0,Texans Can Academies,Garland Can Academy,TX,Dallas County,Garland,2256 ARAPAHO RD,75044,Garland Can Academy
3795,411082001683,Elementary,4110820.0,Salem-Keizer Sd 24J,Valley Inquiry Charter School,OR,Marion County,Salem,5774 Hazelgreen Rd NE,97305,Valley Inquiry Charter School
3796,A1500744,Combined Elem/Sec,Nan,Nan,Aba Academy,FL,Pinellas,St Petersburg,8950 DR ML KING ST # N # 170,33702,Aba Academy
3797,Bb140137,Combined Elem/Sec,Nan,Nan,Integrity Christian School,CA,Orange,Anaheim,4905 E LA PALMA AVE,92807,Integrity Christian School
3798,530033803553,Middle,5300338.0,Green Dot Public Schools Destiny,Destiny Middle School,WA,Pierce County,Tacoma,1301 E. 34th Street,98404,Destiny Middle School
3799,02053968,Combined Elem/Sec,Nan,Nan,Pine Valley School,PA,Jefferson,Punxsutawney,2235 ROUTE 410,15767,Pine Valley School
3800,170993006486,High,1709930.0,City Of Chicago Sd 299,Yccs-Albizu Campos Puerto Rican,IL,Cook County,Chicago,2739 W Division St,60622,Yccs-Albizu Campos Puerto Rican
3801,320048000682,Elementary,3200480.0,Washoe County School District,Coral Academy Elementary,NV,Washoe County,Reno,1701 Valley Road,89512,Coral Academy Elementary School
3802,530771001149,High,5307710.0,Seattle Public Schools,Chief Sealth International High School,WA,King County,Seattle,2600 SW Thistle,98126,Chief Sealth International High School
3803,170993006452,High,1709930.0,City Of Chicago Sd 299,Noble St Chtr-Pritzker Col Prep,IL,Cook County,Chicago,4131 W Cortland St,60639,Noble St Chtr-Pritzker Col Prep
3804,550174000212,High,5501740.0,Brodhead School District,Brodhead High,WI,Green County,Brodhead,2501 W 5th Ave,53520,Brodhead High School
3805,A9106153,Combined Elem/Sec,Nan,Nan,Agape Christian Academy,SC,Beaufort,Lobeco,P. O. BOX 719,29931,Agape Christian Academy
3806,500723000282,Elementary,5007230.0,Shaftsbury School District,Shaftsbury Elementary School,VT,Bennington County,Shaftsbury,150 Buck Hill Road,05262,Shaftsbury Elementary School
3807,330328900710,Middle,3303289.0,Making Community Connections Charter School,Making Community Connections Charter School (M),NH,Hillsborough County,Manchester,60 Rogers St Unit 203,03103,Making Community Connections Charter School (M)
3808,480140512741,High,4801405.0,Harmony School Of Science - Houston,Harmony School Of Innovation-Sugar Land,TX,Fort Bend County,Sugar Land,13522 W AIRPORT BLVD,79762,Harmony School Of Innovation-Sugar Land
3809,A0701425,Combined Elem/Sec,Nan,Nan,Park Avenue Christian School,MO,Greene,Springfield,2850 N PARK AVE,65803,Park Avenue Christian School
3810,069107808012,Elementary,691078.0,Los Angeles County Office Of Education,Odyssey Charter,CA,Los Angeles County,Altadena,725 W. Altadena Dr.,91001,Odyssey Charter
3811,290061103281,Middle,2900611.0,La Salle Charter School,La Salle Charter School,MO,St. Louis City,St. Louis,1106 North Jefferson,63106,La Salle Charter School
3812,210582001369,Elementary,2105820.0,Webster County,Clay Elementary School,KY,Webster County,Clay,210 College St,42404,Clay Elementary School
3813,270036005071,Middle,2700360.0,Kaleidoscope Charter School,Kaleidoscope Middle School,MN,Wright County,Otsego,7525 KALLAND AVE NE,55301,Kaleidoscope Middle School
3814,220117002414,Elementary,2200296.0,Wilson Charter School,Wilson Charter School,LA,Orleans Parish,New Orleans,3617 General Pershing Street,70125,Wilson Charter School
3815,320000100895,Elementary,3200001.0,State-Sponsored Charter Schools,Legacy Traditional North Valley,NV,Clark County,North Las Vegas,5024 Valley Drive,89031,Legacy Traditional North Valley
3816,050000601334,Middle,500006.0,Warren School District,Warren Middle School,AR,Bradley County,Warren,210 SCOBEY DR,71671,Warren Middle School
3817,A1303776,Elementary,Nan,Nan,Cornerstone Christian School,WY,Fremont,Lander,80 MORTIMORE LN,82520,Cornerstone Christian School
3818,120150008169,High,1201500.0,Palm Beach,Quantum High School,FL,Palm Beach County,Boynton Beach,1275 GATEWAY BLVD,33426,Quantum High School
3819,440036000111,Elementary,4400360.0,Exeter-West Greenwich,Metcalf School,RI,Washington County,Exeter,30 Nooseneck Hill Road,02822,Metcalf School
3820,A9504039,Elementary,Nan,Nan,Hill Country Montessori School,TX,Kendall,Boerne,50 STONE WALL DR,78006,Hill Country Montessori School
3821,360107106328,Middle,3601071.0,Mott Hall Charter School,Mott Hall Charter School,NY,Bronx County,Bronx,1260 FRANKLIN AVE,10456,Mott Hall Charter School
3822,A0307376,Combined Elem/Sec,Nan,Nan,Franklin Montessori School,DC,District Of Columbia,Washington,4473 CONNECTICUT AVE NW,20008,Franklin Montessori School
3823,A1501501,Combined Elem/Sec,Nan,Nan,Makua Lani Christian Academy,HI,Hawaii,Kailua Kona,74-4966 KEALA KAA ST,96745,Makua Lani Christian Academy
3824,361071000851,Middle,3610710.0,Union-Endicott Central School District,Jennie F Snapp Middle School,NY,Broome County,Endicott,101 LODER AVE,13760,Jennie F Snapp Middle School
3825,A1303680,Elementary,Nan,Nan,Spanish With Sarah,WA,Clark,Camas,2204 NE BIRCH ST,98607,Spanish With Sarah
3826,A0302869,Combined Elem/Sec,Nan,Nan,Viola M Berard School,RI,Providence,Woonsocket,PO BOX 1700,02895,Viola M Berard School
3827,A9503403,Combined Elem/Sec,Nan,Nan,Portland Waldorf School,OR,Clackamas,Milwaukie,2300 SE HARRISON ST,97222,Portland Waldorf School
3828,150003000228,High,1500030.0,Hawaii Department Of Education,Henry J Kaiser High School,HI,Honolulu County,Honolulu,511 Lunalilo Home Rd,96825,Henry J Kaiser High School
3829,130084000331,High,1300840.0,Carroll County,Central High School,GA,Carroll County,Carrollton,113 Central High Rd,30116,Central High School
3830,317566001523,High,3175660.0,Plattsmouth Community Schools,Plattsmouth High School,NE,Cass County,Plattsmouth,1916 OLD HWY 34,68048,Plattsmouth High School
3831,A1503478,Combined Elem/Sec,Nan,Nan,Virtuous Academy,PA,Allegheny,Duquesne,1 LIBRARY PL STE 102,15110,Virtuous Academy
3832,330004100677,High,3300041.0,Csi Charter School,Csi Charter School,NH,Merrimack County,Penacook,26 Washington Street,03303,Csi Charter School
3833,440090000492,High,4400900.0,Providence,360 High School,RI,Providence County,Providence,182 Thurbers Avenue,02905,360 High School
3834,A9102832,Elementary,Nan,Nan,Casey Amish Mennonite School,KY,Casey,Liberty,418 HICKS RD,42539,Casey Amish Mennonite School
3835,00489779,Elementary,Nan,Nan,St Thomas Aquinas Catholic School,KS,Sedgwick,Wichita,1215 N STRATFORD LN,67206,St Thomas Aquinas Catholic School
3836,040004100718,High,400041.0,Maricopa County Community College District Dba Gat (4314),Gateway Early College High School,AZ,Maricopa County,Phoenix,108 N 40TH ST,85034,Gateway Early College High School
3837,A1503033,Elementary,Nan,Nan,Trail View Schools,OH,Holmes,Millersburg,6822 STATE ROAD 515,44654,Trail View Schools
3838,317881001738,High,3178810.0,Winnebago Public Schools District 17,Winnebago High School,NE,Thurston County,Winnebago,202 OSBOURNE ST,68071,Winnebago High School
3839,390437700405,High,3904377.0,Claymont City,Claymont High School,OH,Tuscarawas County,Uhrichsville,4205 Indian Hill Rd SE,44683,Claymont High School
3840,A0109108,Elementary,Nan,Nan,The Wolf School,RI,Providence,Rumford,215 FERRIS AVE,02916,The Wolf School
3841,A9302633,Elementary,Nan,Nan,Victory Baptist Christian School - Vbcs,CA,Mariposa,Mariposa,PO BOX 376,95338,Victory Baptist Christian School - Vbcs
3842,180019502641,High,1800195.0,Gary Middle College West,Gary Middle College West,IN,Nan,Gary,4030 W 5th Ave,46406,Gary Middle College West
3843,02067529,Combined Elem/Sec,Nan,Nan,Beth Haven Christian School,WV,Logan,Omar,PO BOX 620,25638,Beth Haven Christian School
